strike,bid,ask,option_type,mid_quote,forward,Implied Vol,delta
200,0,0.05,P,0.025,4175.786919,259.765625,-2.62E-05
400,0,0.05,P,0.025,4175.786919,199.21875,-3.59E-05
600,0,0.05,P,0.025,4175.786919,164.3066406,-4.34E-05
800,0,0.05,P,0.025,4175.786919,140.1367188,-5.21E-05
1000,0,0.05,P,0.025,4175.786919,121.3378906,-5.99E-05
1200,0,0.05,P,0.025,4175.786919,106.2011719,-6.93E-05
1300,0,0.05,P,0.025,4175.786919,99.36523438,-7.23E-05
1400,0,0.05,P,0.025,4175.786919,93.26171875,-7.77E-05
1500,0,0.05,P,0.025,4175.786919,87.64648438,-8.43E-05
1600,0,0.1,P,0.05,4175.786919,85.9375,-0.00016008
1700,0,0.1,P,0.05,4175.786919,81.0546875,-0.000180441
1800,0.05,0.15,P,0.1,4175.786919,78.125,-0.000265567
1900,0.05,0.15,P,0.1,4175.786919,74.21875,-0.000326993
2000,0.05,0.15,P,0.1,4175.786919,70.3125,-0.000391869
2100,0.1,0.2,P,0.15,4175.786919,67.87109375,-0.000580136
2200,0.1,0.25,P,0.175,4175.786919,64.33105469,-0.000707984
2300,0.15,0.25,P,0.2,4175.786919,60.546875,-0.000814375
2400,0.25,0.3,P,0.275,4175.786919,58.28857422,-0.001186595
2450,0.25,0.35,P,0.3,4175.786919,56.640625,-0.001309421
2500,0.3,0.4,P,0.35,4175.786919,55.41992188,-0.001545286
2550,0.35,0.45,P,0.4,4175.786919,54.6875,-0.001965772
2600,0.4,0.5,P,0.45,4175.786919,52.734375,-0.00205325
2650,0.45,0.55,P,0.5,4175.786919,51.7578125,-0.002502043
2700,0.5,0.6,P,0.55,4175.786919,49.8046875,-0.002602239
2725,0.55,0.65,P,0.6,4175.786919,49.31640625,-0.002870159
2750,0.55,0.65,P,0.6,4175.786919,48.33984375,-0.002922732
2775,0.6,0.7,P,0.65,4175.786919,47.79052734,-0.003190454
2800,0.65,0.75,P,0.7,4175.786919,46.875,-0.003278653
2825,0.7,0.8,P,0.75,4175.786919,46.56982422,-0.003723123
2850,0.75,0.85,P,0.8,4175.786919,45.8984375,-0.003981077
2875,0.75,0.9,P,0.825,4175.786919,45.12023926,-0.004183176
2900,0.85,0.95,P,0.9,4175.786919,44.43359375,-0.004460816
2925,0.85,1,P,0.925,4175.786919,43.77365112,-0.004777259
2950,0.95,1.05,P,1,4175.786919,42.96875,-0.004996281
2975,1,1.1,P,1.05,4175.786919,42.48046875,-0.005502421
3000,1.1,1.2,P,1.15,4175.786919,41.9921875,-0.006057738
3025,1.15,1.25,P,1.2,4175.786919,41.25976563,-0.006412784
3050,1.25,1.35,P,1.3,4175.786919,40.52734375,-0.006789243
3060,1.25,1.35,P,1.3,4175.786919,40.28320313,-0.007001035
3070,1.3,1.4,P,1.35,4175.786919,40.13061523,-0.007326106
3075,1.3,1.4,P,1.35,4175.786919,39.91699219,-0.00733145
3080,1.3,1.45,P,1.375,4175.786919,39.8311615,-0.007488393
3090,1.35,1.45,P,1.4,4175.786919,39.55078125,-0.007677865
3100,1.4,1.5,P,1.45,4175.786919,39.3371582,-0.007956724
3110,1.45,1.55,P,1.5,4175.786919,39.0625,-0.008166139
3120,1.45,1.6,P,1.525,4175.786919,38.82026672,-0.008424751
3125,1.5,1.6,P,1.55,4175.786919,38.69628906,-0.008553336
3130,1.5,1.6,P,1.55,4175.786919,38.51318359,-0.008602768
3140,1.55,1.65,P,1.6,4175.786919,38.33007813,-0.008959626
3150,1.6,1.7,P,1.65,4175.786919,38.05541992,-0.009197163
3160,1.65,1.75,P,1.7,4175.786919,37.84179688,-0.00953289
3170,1.65,1.8,P,1.725,4175.786919,37.52326965,-0.00971924
3175,1.7,1.8,P,1.75,4175.786919,37.41455078,-0.009892564
3180,1.7,1.85,P,1.775,4175.786919,37.28294373,-0.010032822
3190,1.75,1.9,P,1.825,4175.786919,37.0388031,-0.010350822
3200,1.8,1.95,P,1.875,4175.786919,36.78894043,-0.010669906
3210,1.85,2,P,1.925,4175.786919,36.53717041,-0.010996222
3220,1.9,2.05,P,1.975,4175.786919,36.28158569,-0.011326509
3225,1.95,2.05,P,2,4175.786919,36.1328125,-0.011458024
3230,1.95,2.1,P,2.025,4175.786919,36.02218628,-0.011660603
3240,2,2.15,P,2.075,4175.786919,35.76087952,-0.012001899
3250,2.05,2.15,P,2.1,4175.786919,35.40039063,-0.012164166
3260,2.1,2.25,P,2.175,4175.786919,35.2268219,-0.012695248
3270,2.2,2.3,P,2.25,4175.786919,35.00366211,-0.013147727
3275,2.2,2.35,P,2.275,4175.786919,34.8739624,-0.013342809
3280,2.25,2.35,P,2.3,4175.786919,34.66796875,-0.013381784
3290,2.3,2.45,P,2.375,4175.786919,34.50965881,-0.014000973
3300,2.35,2.5,P,2.425,4175.786919,34.22737122,-0.014371785
3310,2.45,2.55,P,2.5,4175.786919,33.93554688,-0.014732314
3320,2.5,2.65,P,2.575,4175.786919,33.75244141,-0.015357969
3325,2.55,2.65,P,2.6,4175.786919,33.69140625,-0.015753603
3330,2.55,2.7,P,2.625,4175.786919,33.46252441,-0.015751552
3340,2.65,2.8,P,2.725,4175.786919,33.26034546,-0.016374882
3350,2.75,2.85,P,2.8,4175.786919,32.95898438,-0.016769457
3360,2.8,2.95,P,2.875,4175.786919,32.75108337,-0.017421156
3370,2.9,3,P,2.95,4175.786919,32.48596191,-0.017943853
3375,2.95,3.1,P,3.025,4175.786919,32.42111206,-0.018398356
3380,3,3.1,P,3.05,4175.786919,32.27233887,-0.018628338
3390,3,3.2,P,3.1,4175.786919,31.98242188,-0.019120856
3400,3.1,3.3,P,3.2,4175.786919,31.73828125,-0.019764305
3410,3.2,3.4,P,3.3,4175.786919,31.49414063,-0.020431949
3420,3.3,3.5,P,3.4,4175.786919,31.25,-0.021124852
3425,3.4,3.6,P,3.5,4175.786919,31.25,-0.021870548
3430,3.5,3.6,P,3.55,4175.786919,31.06689453,-0.022041361
3440,3.6,3.8,P,3.7,4175.786919,30.88378906,-0.022997839
3450,3.7,3.9,P,3.8,4175.786919,30.63964844,-0.023785534
3460,3.8,4,P,3.9,4175.786919,30.39550781,-0.024603686
3470,4,4.1,P,4.05,4175.786919,30.15136719,-0.025453675
3475,4,4.2,P,4.1,4175.786919,30.02929688,-0.025891061
3480,4.1,4.3,P,4.2,4175.786919,29.90722656,-0.026336957
3490,4.2,4.4,P,4.3,4175.786919,29.66308594,-0.027255061
3500,4.4,4.6,P,4.5,4175.786919,29.54101563,-0.028697329
3505,4.5,4.7,P,4.6,4175.786919,29.41894531,-0.029195928
3510,4.6,4.7,P,4.65,4175.786919,29.25109863,-0.029515766
3515,4.6,4.8,P,4.7,4175.786919,29.05273438,-0.029713471
3520,4.7,4.9,P,4.8,4175.786919,29.05273438,-0.030751784
3525,4.8,5,P,4.9,4175.786919,28.93066406,-0.031291202
3530,4.9,5.1,P,5,4175.786919,28.80859375,-0.031841426
3535,5,5.2,P,5.1,4175.786919,28.68652344,-0.032402709
3540,5.1,5.3,P,5.2,4175.786919,28.62548828,-0.033250233
3545,5.2,5.4,P,5.3,4175.786919,28.50341797,-0.033838418
3550,5.3,5.5,P,5.4,4175.786919,28.44238281,-0.03472215
3555,5.4,5.6,P,5.5,4175.786919,28.3203125,-0.035338554
3560,5.5,5.7,P,5.6,4175.786919,28.19824219,-0.035967506
3565,5.6,5.8,P,5.7,4175.786919,28.07617188,-0.036609303
3570,5.7,5.9,P,5.8,4175.786919,27.95410156,-0.037264253
3575,5.8,6,P,5.9,4175.786919,27.83203125,-0.037932671
3580,5.9,6.1,P,6,4175.786919,27.70996094,-0.038614881
3585,6,6.2,P,6.1,4175.786919,27.58789063,-0.039311215
3590,6.1,6.4,P,6.25,4175.786919,27.52685547,-0.040340692
3595,6.3,6.5,P,6.4,4175.786919,27.46582031,-0.041394698
3600,6.4,6.6,P,6.5,4175.786919,27.34375,-0.042144732
3605,6.5,6.7,P,6.6,4175.786919,27.22167969,-0.042910436
3610,6.7,6.9,P,6.8,4175.786919,27.16064453,-0.044030585
3615,6.8,7,P,6.9,4175.786919,26.97753906,-0.044490395
3620,6.9,7.1,P,7,4175.786919,26.85546875,-0.045305446
3625,7.1,7.3,P,7.2,4175.786919,26.85546875,-0.046844108
3630,7.2,7.4,P,7.3,4175.786919,26.67236328,-0.047345654
3635,7.4,7.6,P,7.5,4175.786919,26.61132813,-0.0485822
3640,7.5,7.7,P,7.6,4175.786919,26.48925781,-0.049479071
3645,7.7,7.9,P,7.8,4175.786919,26.42822266,-0.050769127
3650,7.8,8.1,P,7.95,4175.786919,26.30615234,-0.051709978
3655,8,8.2,P,8.1,4175.786919,26.18408203,-0.052671018
3660,8.2,8.4,P,8.3,4175.786919,26.12304688,-0.054042845
3665,8.4,8.6,P,8.5,4175.786919,26.00097656,-0.055051123
3670,8.5,8.8,P,8.65,4175.786919,25.91323853,-0.056306803
3675,8.7,8.9,P,8.8,4175.786919,25.81787109,-0.057540193
3680,8.9,9.1,P,9,4175.786919,25.69580078,-0.058621011
3685,9.1,9.3,P,9.2,4175.786919,25.63476563,-0.060143208
3690,9.3,9.5,P,9.4,4175.786919,25.51269531,-0.061277276
3695,9.5,9.7,P,9.6,4175.786919,25.390625,-0.062436143
3700,9.7,9.9,P,9.8,4175.786919,25.32958984,-0.064055306
3705,9.9,10.2,P,10.05,4175.786919,25.23803711,-0.065491704
3710,10.2,10.4,P,10.3,4175.786919,25.14648438,-0.066960636
3715,10.4,10.6,P,10.5,4175.786919,25.02441406,-0.068236717
3720,10.6,10.9,P,10.75,4175.786919,24.96337891,-0.069999033
3725,10.9,11.1,P,11,4175.786919,24.87182617,-0.071569998
3730,11.1,11.4,P,11.25,4175.786919,24.78027344,-0.073176501
3735,11.4,11.6,P,11.5,4175.786919,24.6887207,-0.07481933
3740,11.6,11.9,P,11.75,4175.786919,24.58953857,-0.076439129
3745,11.9,12.2,P,12.05,4175.786919,24.51324463,-0.078278083
3750,12.2,12.4,P,12.3,4175.786919,24.4140625,-0.079973897
3755,12.5,12.7,P,12.6,4175.786919,24.32250977,-0.081770234
3760,12.8,13,P,12.9,4175.786919,24.23095703,-0.08360708
3765,13.1,13.3,P,13.2,4175.786919,24.16992188,-0.085740368
3770,13.4,13.6,P,13.5,4175.786919,24.04785156,-0.087405853
3775,13.6,14,P,13.8,4175.786919,23.95629883,-0.089369601
3780,14,14.3,P,14.15,4175.786919,23.88381958,-0.091542245
3785,14.4,14.6,P,14.5,4175.786919,23.80371094,-0.093696868
3790,14.7,14.9,P,14.8,4175.786919,23.68164063,-0.095529565
3795,15,15.3,P,15.15,4175.786919,23.60916138,-0.09784565
3800,15.4,15.7,P,15.55,4175.786919,23.54049683,-0.100247439
3805,15.8,16,P,15.9,4175.786919,23.4375,-0.102390458
3810,16.2,16.4,P,16.3,4175.786919,23.37646484,-0.104966253
3815,16.5,16.8,P,16.65,4175.786919,23.26583862,-0.107139579
3820,16.9,17.2,P,17.05,4175.786919,23.17810059,-0.10957553
3825,17.3,17.6,P,17.45,4175.786919,23.09036255,-0.112065374
3830,17.7,18,P,17.85,4175.786919,22.99499512,-0.11453773
3835,18.2,18.4,P,18.3,4175.786919,22.91870117,-0.117247601
3840,18.6,18.9,P,18.75,4175.786919,22.83668518,-0.119961159
3845,19.1,19.3,P,19.2,4175.786919,22.76611328,-0.122845025
3850,19.5,19.8,P,19.65,4175.786919,22.65930176,-0.125436043
3855,20,20.3,P,20.15,4175.786919,22.58300781,-0.128385775
3860,20.5,20.7,P,20.6,4175.786919,22.49145508,-0.131247343
3865,21,21.2,P,21.1,4175.786919,22.39990234,-0.134171308
3870,21.5,21.7,P,21.6,4175.786919,22.30834961,-0.137158889
3875,22,22.3,P,22.15,4175.786919,22.23587036,-0.14040399
3880,22.5,22.8,P,22.65,4175.786919,22.14050293,-0.143484836
3885,23,23.3,P,23.15,4175.786919,22.03941345,-0.146574162
3890,23.6,23.9,P,23.75,4175.786919,21.9669342,-0.150024519
3895,24.2,24.5,P,24.35,4175.786919,21.88873291,-0.15348742
3900,24.8,25.1,P,24.95,4175.786919,21.80862427,-0.157002725
3905,25.4,25.7,P,25.55,4175.786919,21.72088623,-0.160512164
3910,26,26.3,P,26.15,4175.786919,21.6293335,-0.164055844
3915,26.6,26.9,P,26.75,4175.786919,21.53587341,-0.167654583
3920,27.2,27.5,P,27.35,4175.786919,21.43669128,-0.17126976
3925,27.9,28.2,P,28.05,4175.786919,21.36230469,-0.175221371
3930,28.6,28.9,P,28.75,4175.786919,21.28219604,-0.179192363
3935,29.3,29.6,P,29.45,4175.786919,21.19827271,-0.183203743
3940,30,30.3,P,30.15,4175.786919,21.10862732,-0.187236783
3945,30.7,31,P,30.85,4175.786919,21.01516724,-0.191312728
3950,31.5,31.8,P,31.65,4175.786919,20.94459534,-0.19571137
3955,32.2,32.5,P,32.35,4175.786919,20.84159851,-0.199857348
3960,33,33.3,P,33.15,4175.786919,20.75958252,-0.204308207
3965,33.8,34.1,P,33.95,4175.786919,20.67565918,-0.208826687
3970,34.6,35,P,34.8,4175.786919,20.59936523,-0.213512248
3975,35.5,35.8,P,35.65,4175.786919,20.51353455,-0.218189165
3980,36.3,36.7,P,36.5,4175.786919,20.41625977,-0.222840665
3985,37.2,37.5,P,37.35,4175.786919,20.33233643,-0.22772083
3990,38.1,38.4,P,38.25,4175.786919,20.24459839,-0.232655794
3995,39,39.4,P,39.2,4175.786919,20.17211914,-0.237837288
4000,40,40.3,P,40.15,4175.786919,20.08056641,-0.242923918
4005,41,41.3,P,41.15,4175.786919,20.00236511,-0.248238274
4010,42,42.3,P,42.15,4175.786919,19.92034912,-0.253611642
4015,43,43.3,P,43.15,4175.786919,19.83070374,-0.259009933
4020,44,44.3,P,44.15,4175.786919,19.7353363,-0.264454798
4025,45.1,45.4,P,45.25,4175.786919,19.65713501,-0.270161135
4030,46.2,46.5,P,46.35,4175.786919,19.57511902,-0.275931582
4035,47.3,47.6,P,47.45,4175.786919,19.48547363,-0.281734559
4040,48.4,48.8,P,48.6,4175.786919,19.40917969,-0.287758109
4045,49.6,49.9,P,49.75,4175.786919,19.31381226,-0.293718129
4050,50.8,51.1,P,50.95,4175.786919,19.22988892,-0.299881322
4055,52,52.4,P,52.2,4175.786919,19.14978027,-0.306179213
4060,53.3,53.6,P,53.45,4175.786919,19.06394958,-0.312534037
4065,54.6,54.9,P,54.75,4175.786919,18.98193359,-0.319023419
4070,55.9,56.3,P,56.1,4175.786919,18.90563965,-0.325659081
4075,57.3,57.6,P,57.45,4175.786919,18.82171631,-0.332340667
4080,58.7,59,P,58.85,4175.786919,18.74160767,-0.339153381
4085,60.1,60.4,P,60.25,4175.786919,18.65768433,-0.346043334
4090,61.5,61.9,P,61.7,4175.786919,18.56994629,-0.353013638
4095,63,63.4,P,63.2,4175.786919,18.49365234,-0.360159748
4100,64.6,64.9,P,64.75,4175.786919,18.4211731,-0.367426826
4105,66.1,66.5,P,66.3,4175.786919,18.34106445,-0.374748792
4110,67.7,68.1,P,67.9,4175.786919,18.24951172,-0.382113376
4115,69.4,69.8,P,69.6,4175.786919,18.18847656,-0.389728236
4120,71,71.4,P,71.2,4175.786919,18.09692383,-0.39729628
4125,72.8,73.2,P,73,4175.786919,18.03588867,-0.405089924
4130,74.5,74.9,P,74.7,4175.786919,17.94433594,-0.412857307
4135,76.3,76.7,P,76.5,4175.786919,17.88330078,-0.420823613
4140,78.2,78.6,P,78.4,4175.786919,17.80700684,-0.428826153
4145,80.1,80.5,P,80.3,4175.786919,17.74597168,-0.436951239
4150,82,82.4,P,82.2,4175.786919,17.66967773,-0.445121413
4155,84,84.4,P,84.2,4175.786919,17.59338379,-0.453375565
4160,86,86.4,P,86.2,4175.786919,17.51708984,-0.461711464
4165,88.1,88.5,P,88.3,4175.786919,17.45605469,-0.470133205
4170,90.2,90.6,P,90.4,4175.786919,17.37976074,-0.478617921
4180,85.6,86,C,85.8,4175.786919,16.3269043,0.503234198
4185,82.9,83.3,C,83.1,4175.786919,16.26586914,0.494080852
4190,80.2,80.7,C,80.45,4175.786919,16.21246338,0.484889823
4195,77.6,78.1,C,77.85,4175.786919,16.15524292,0.475646612
4200,75.1,75.5,C,75.3,4175.786919,16.09802246,0.466362064
4205,72.6,73,C,72.8,4175.786919,16.05224609,0.457086026
4210,70.1,70.5,C,70.3,4175.786919,15.97595215,0.447653322
4215,67.7,68.1,C,67.9,4175.786919,15.93017578,0.438327621
4220,65.4,65.8,C,65.6,4175.786919,15.88439941,0.428993544
4225,63.1,63.5,C,63.3,4175.786919,15.83862305,0.419656311
4230,60.8,61.2,C,61,4175.786919,15.77758789,0.410216818
4235,58.6,59,C,58.8,4175.786919,15.71655273,0.40076731
4240,56.5,56.9,C,56.7,4175.786919,15.67077637,0.391435496
4245,54.4,54.8,C,54.6,4175.786919,15.625,0.382122314
4250,52.3,52.7,C,52.5,4175.786919,15.56396484,0.372694335
4255,50.3,50.7,C,50.5,4175.786919,15.51818848,0.363426885
4260,48.4,48.8,C,48.6,4175.786919,15.47241211,0.354195016
4265,46.5,46.9,C,46.7,4175.786919,15.42663574,0.345004393
4270,44.6,45,C,44.8,4175.786919,15.36560059,0.335689265
4275,42.8,43.2,C,43,4175.786919,15.31982422,0.326590544
4280,41.1,41.4,C,41.25,4175.786919,15.27404785,0.317550266
4285,39.4,39.8,C,39.6,4175.786919,15.22827148,0.30857407
4290,37.7,38.1,C,37.9,4175.786919,15.18249512,0.299667556
4295,36.1,36.5,C,36.3,4175.786919,15.13671875,0.290836276
4300,34.6,34.9,C,34.75,4175.786919,15.09284973,0.282112419
4305,33.1,33.4,C,33.25,4175.786919,15.05088806,0.273503665
4310,31.6,32,C,31.8,4175.786919,15.01464844,0.26507366
4315,30.2,30.6,C,30.4,4175.786919,14.96887207,0.256602886
4320,28.9,29.2,C,29.05,4175.786919,14.93263245,0.248380878
4325,27.6,27.9,C,27.75,4175.786919,14.89639282,0.240271235
4330,26.3,26.6,C,26.45,4175.786919,14.85061646,0.232125401
4335,25.1,25.4,C,25.25,4175.786919,14.81819153,0.224312637
4340,23.9,24.2,C,24.05,4175.786919,14.77622986,0.216468924
4345,22.8,23.1,C,22.95,4175.786919,14.74952698,0.209006251
4350,21.7,22,C,21.85,4175.786919,14.71328735,0.201517922
4355,20.6,21,C,20.8,4175.786919,14.67895508,0.194197205
4360,19.6,19.9,C,19.75,4175.786919,14.63508606,0.186851313
4365,18.7,19,C,18.85,4175.786919,14.62364197,0.180205392
4370,17.7,18,C,17.85,4175.786919,14.57214355,0.173011977
4375,16.8,17.1,C,16.95,4175.786919,14.54162598,0.166328186
4380,16,16.3,C,16.15,4175.786919,14.52827454,0.160092788
4385,15.2,15.5,C,15.35,4175.786919,14.5072937,0.153874801
4390,14.4,14.7,C,14.55,4175.786919,14.47486877,0.147608573
4395,13.7,13.9,C,13.8,4175.786919,14.46533203,0.141892701
4400,13,13.2,C,13.1,4175.786919,14.43481445,0.135964446
4405,12.3,12.6,C,12.45,4175.786919,14.41955566,0.130452747
4410,11.6,11.9,C,11.75,4175.786919,14.38140869,0.124700367
4415,11,11.3,C,11.15,4175.786919,14.3661499,0.119493145
4420,10.5,10.7,C,10.6,4175.786919,14.3737793,0.114821376
4425,9.9,10.1,C,10,4175.786919,14.34326172,0.109655311
4430,9.4,9.6,C,9.5,4175.786919,14.34326172,0.105145643
4440,8.4,8.6,C,8.5,4175.786919,14.28222656,0.09556479
4450,7.5,7.7,C,7.6,4175.786919,14.28222656,0.087539463
4460,6.7,6.9,C,6.8,4175.786919,14.25170898,0.079583378
4470,6,6.2,C,6.1,4175.786919,14.25170898,0.072615666
4475,5.6,5.9,C,5.75,4175.786919,14.2364502,0.069099471
4480,5.3,5.5,C,5.4,4175.786919,14.22119141,0.065712328
4490,4.8,5,C,4.9,4175.786919,14.28222656,0.060541013
4500,4.2,4.4,C,4.3,4175.786919,14.22119141,0.05418293
4510,3.8,4,C,3.9,4175.786919,14.28222656,0.049810656
4520,3.4,3.5,C,3.45,4175.786919,14.2364502,0.044532413
4525,3.2,3.4,C,3.3,4175.786919,14.28222656,0.042830379
4530,3,3.2,C,3.1,4175.786919,14.28222656,0.04069215
4540,2.65,2.8,C,2.725,4175.786919,14.24312592,0.036278942
4550,2.35,2.5,C,2.425,4175.786919,14.25361633,0.032731223
4560,2.1,2.25,C,2.175,4175.786919,14.28604126,0.029686003
4570,1.9,2,C,1.95,4175.786919,14.32037354,0.02691472
4575,1.75,1.9,C,1.825,4175.786919,14.31083679,0.025397737
4580,1.7,1.8,C,1.75,4175.786919,14.35852051,0.024411138
4590,1.5,1.65,C,1.575,4175.786919,14.40238953,0.02216635
4600,1.35,1.45,C,1.4,4175.786919,14.40429688,0.019819849
4625,1.05,1.15,C,1.1,4175.786919,14.6484375,0.016295492
4650,0.8,0.95,C,0.875,4175.786919,14.77241516,0.012812383
4675,0.65,0.8,C,0.725,4175.786919,15.03372192,0.010646149
4700,0.55,0.65,C,0.6,4175.786919,15.13671875,0.008288433
4725,0.45,0.55,C,0.5,4175.786919,15.625,0.007659205
4750,0.35,0.5,C,0.425,4175.786919,15.82336426,0.006260894
4775,0.3,0.45,C,0.375,4175.786919,16.16668701,0.005485902
4800,0.25,0.4,C,0.325,4175.786919,16.4642334,0.004729908
4825,0.2,0.35,C,0.275,4175.786919,16.71600342,0.00400797
4850,0.2,0.3,C,0.25,4175.786919,17.08984375,0.003616453
4875,0.15,0.3,C,0.225,4175.786919,17.41790771,0.00320757
4900,0.15,0.25,C,0.2,4175.786919,17.578125,0.002630538
4925,0.1,0.25,C,0.175,4175.786919,18.00537109,0.002472341
4950,0.1,0.25,C,0.175,4175.786919,18.49365234,0.002403384
4975,0.1,0.2,C,0.15,4175.786919,18.67675781,0.002019681
5000,0.1,0.2,C,0.15,4175.786919,19.16503906,0.001980035
5025,0.05,0.2,C,0.125,4175.786919,19.36340332,0.001689364
5050,0.05,0.2,C,0.125,4175.786919,19.83642578,0.001656287
5075,0.05,0.15,C,0.1,4175.786919,19.53125,0.00109791
5100,0.05,0.15,C,0.1,4175.786919,19.53125,0.000843703
5125,0.05,0.15,C,0.1,4175.786919,21.484375,0.001753544
5150,0.05,0.15,C,0.1,4175.786919,21.484375,0.001396739
5175,0.05,0.15,C,0.1,4175.786919,21.484375,0.001108711
5200,0,0.15,C,0.075,4175.786919,21.63696289,0.000946849
5225,0,0.15,C,0.075,4175.786919,22.06420898,0.000928278
5250,0,0.1,C,0.05,4175.786919,21.72851563,0.000619978
5275,0,0.1,C,0.05,4175.786919,22.21679688,0.000633702
5300,0,0.1,C,0.05,4175.786919,22.4609375,0.000571607
5325,0,0.1,C,0.05,4175.786919,22.94921875,0.000586287
5350,0,0.1,C,0.05,4175.786919,23.4375,0.000601364
5375,0,0.1,C,0.05,4175.786919,23.92578125,0.000616841
5400,0,0.1,C,0.05,4175.786919,24.4140625,0.000632721
5450,0,0.1,C,0.05,4175.786919,24.90234375,0.000530858
5500,0,0.1,C,0.05,4175.786919,25.87890625,0.000564203
5550,0,0.1,C,0.05,4175.786919,26.61132813,0.000538068
5600,0,0.1,C,0.05,4175.786919,27.34375,0.000516165
5700,0,0.05,C,0.025,4175.786919,27.52685547,0.000271671
5800,0,0.05,C,0.025,4175.786919,28.93066406,0.000257814
5900,0,0.05,C,0.025,4175.786919,30.33447266,0.000248813
6000,0,0.05,C,0.025,4175.786919,31.67724609,0.000237362
6100,0,0.05,C,0.025,4175.786919,33.02001953,0.000229667
6200,0,0.05,C,0.025,4175.786919,34.30175781,0.000219577
6300,0,0.05,C,0.025,4175.786919,35.64453125,0.000217566
6400,0,0.05,C,0.025,4175.786919,36.86523438,0.000207903
6500,0,0.05,C,0.025,4175.786919,38.0859375,0.000200826
6600,0,0.05,C,0.025,4175.786919,39.30664063,0.000195866
6800,0,0.05,C,0.025,4175.786919,41.62597656,0.000183299
7000,0,0.05,C,0.025,4175.786919,43.9453125,0.000177045
7200,0,0.05,C,0.025,4175.786919,46.14257813,0.000168978
7400,0,0.05,C,0.025,4175.786919,48.21777344,0.000159343
7600,0,0.05,C,0.025,4175.786919,50.29296875,0.000153766
7800,0,0.05,C,0.025,4175.786919,52.36816406,0.000151322
8000,0,0.05,C,0.025,4175.786919,54.32128906,0.000146519
8200,0,0.05,C,0.025,4175.786919,56.15234375,0.000139658
